day,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,rainy_day
2018-09-16,29.0,21.0,0.0,11.6,6.0,3.7916666666666665,42.0,19.125,26.125,26.791666666666668,24.791666666666668,13.125,39.583333333333336,72.0,0.22916666666666666,1009.25,24.5,9.375,235.20833333333334,8.958333333333334,1
2018-09-17,27.0,20.0,0.0,11.6,6.0,4.041666666666667,49.0,18.583333333333332,24.666666666666668,25.25,23.5,19.875,42.166666666666664,75.20833333333333,0.008333333333333333,1009.125,23.416666666666668,10.0,271.75,14.916666666666666,1
2018-09-18,29.0,21.0,0.0,11.6,5.0,4.041666666666667,57.0,18.25,25.333333333333332,25.833333333333332,24.5,20.5,36.458333333333336,70.08333333333333,0.016666666666666666,1009.25,24.375,9.875,288.2083333333333,15.458333333333334,1
2018-09-19,26.0,20.0,0.0,11.6,6.0,3.875,64.0,17.75,24.25,24.541666666666668,23.208333333333332,19.166666666666668,34.875,72.20833333333333,0.016666666666666666,1008.9166666666666,23.083333333333332,9.875,284.9583333333333,14.291666666666666,1
2018-09-20,25.0,20.0,0.0,10.2,6.0,3.5416666666666665,72.0,18.125,23.75,24.208333333333332,22.666666666666668,17.041666666666668,42.083333333333336,76.08333333333333,0.10833333333333334,1007.0833333333334,22.458333333333332,9.875,297.9583333333333,12.375,1
2018-09-21,28.0,20.0,0.0,11.6,5.0,3.9583333333333335,80.0,18.75,25.083333333333332,25.375,24.083333333333332,17.916666666666668,31.875,73.70833333333333,0.12916666666666668,1007.75,23.708333333333332,9.875,268.125,12.75,1
2018-09-22,29.0,18.0,0.0,11.6,6.0,4.166666666666667,87.0,17.291666666666668,25.583333333333332,25.833333333333332,24.75,12.416666666666666,20.0,65.29166666666667,0.0,1010.3333333333334,24.208333333333332,10.0,223.33333333333334,9.416666666666666,0
2018-09-23,29.0,21.0,0.0,10.2,6.0,3.9583333333333335,95.0,19.083333333333332,26.833333333333332,27.25,25.375,6.458333333333333,42.375,69.29166666666667,0.39166666666666666,1012.2083333333334,24.75,9.083333333333334,132.45833333333334,4.25,1
2018-09-24,29.0,22.0,0.0,11.6,6.0,4.125,100.0,18.791666666666668,27.291666666666668,27.5,25.916666666666668,8.333333333333334,28.0,66.375,0.07083333333333333,1012.2083333333334,25.25,9.75,127.58333333333333,6.25,1
2018-09-25,29.0,22.0,0.0,11.6,6.0,3.9583333333333335,100.0,19.708333333333332,27.541666666666668,27.625,25.75,8.5,29.291666666666668,69.79166666666667,0.43333333333333335,1010.8333333333334,25.208333333333332,8.916666666666666,153.875,5.666666666666667,1
2018-09-26,29.0,22.0,0.0,11.6,6.0,4.041666666666667,83.0,19.708333333333332,27.25,27.416666666666668,25.791666666666668,9.208333333333334,23.208333333333332,69.625,0.2833333333333333,1009.8333333333334,25.083333333333332,9.583333333333334,121.29166666666667,6.291666666666667,1
2018-09-27,30.0,21.0,0.0,11.6,5.0,4.083333333333333,75.0,19.25,26.958333333333332,27.291666666666668,25.416666666666668,12.041666666666666,20.041666666666668,69.625,0.09166666666666666,1009.625,24.875,9.791666666666666,108.125,8.708333333333334,1
2018-09-28,28.0,21.0,0.0,11.6,6.0,4.041666666666667,68.0,19.375,26.375,26.75,24.916666666666668,13.416666666666666,33.916666666666664,72.79166666666667,0.29583333333333334,1009.9166666666666,24.5,9.625,93.375,9.416666666666666,1
2018-09-29,29.0,21.0,0.0,11.6,5.0,4.041666666666667,60.0,19.583333333333332,26.458333333333332,26.875,24.958333333333332,15.791666666666666,38.083333333333336,73.58333333333333,0.25833333333333336,1010.375,24.625,9.625,96.125,10.958333333333334,1
2018-09-30,28.0,21.0,0.0,10.2,6.0,3.9583333333333335,52.0,19.833333333333332,26.833333333333332,27.333333333333332,25.166666666666668,13.916666666666666,38.625,73.5,0.04583333333333334,1010.1666666666666,24.958333333333332,9.75,93.54166666666667,9.916666666666666,1
2018-10-01,30.0,21.0,0.0,11.6,6.0,4.125,51.0,18.916666666666668,26.833333333333332,27.166666666666668,25.416666666666668,16.291666666666668,21.708333333333332,69.58333333333333,0.08333333333333333,1010.2916666666666,24.958333333333332,9.875,96.41666666666667,11.833333333333334,1
2018-10-02,29.0,21.0,0.0,11.6,6.0,4.083333333333333,43.0,19.583333333333332,26.5,27.0,25.125,14.416666666666666,28.666666666666668,72.625,0.04583333333333334,1010.9583333333334,24.708333333333332,9.875,100.04166666666667,10.416666666666666,1
2018-10-03,29.0,21.0,0.0,10.2,6.0,4.041666666666667,36.0,19.291666666666668,26.333333333333332,26.875,24.875,13.833333333333334,44.041666666666664,73.16666666666667,0.15833333333333333,1010.6666666666666,24.5,9.625,94.79166666666667,9.875,1
2018-10-04,26.0,21.0,0.0,7.400000000000001,6.0,3.4583333333333335,29.0,19.833333333333332,24.375,25.416666666666668,23.166666666666668,19.875,57.833333333333336,81.70833333333333,0.14583333333333334,1011.0416666666666,23.083333333333332,9.875,88.5,14.583333333333334,1
2018-10-05,26.0,21.0,0.0,8.8,6.0,3.375,21.0,20.208333333333332,23.708333333333332,24.25,22.625,21.75,76.41666666666667,85.625,0.24166666666666667,1011.0416666666666,22.625,9.0,90.875,15.5,1
2018-10-06,27.0,20.0,0.0,10.2,5.0,3.75,14.0,19.916666666666668,24.333333333333332,24.833333333333332,23.291666666666668,19.125,50.5,82.125,0.11666666666666665,1011.0416666666666,23.208333333333332,9.541666666666666,98.0,14.333333333333334,1
2018-10-07,29.0,20.0,0.0,11.6,5.0,4.083333333333333,7.0,18.833333333333332,25.125,25.458333333333332,24.0,14.5,37.583333333333336,74.5,0.0,1010.5416666666666,23.791666666666668,8.333333333333334,93.08333333333333,10.625,0
2018-10-08,29.0,20.0,0.0,11.6,6.0,4.083333333333333,0.0,16.875,25.791666666666668,26.333333333333332,24.916666666666668,10.083333333333334,17.708333333333332,62.291666666666664,0.0,1010.1666666666666,24.416666666666668,10.0,59.833333333333336,7.25,0
2018-10-09,29.0,21.0,0.0,8.8,6.0,3.875,0.0,17.333333333333332,26.166666666666668,26.75,25.25,7.708333333333333,34.5,62.958333333333336,0.012500000000000002,1009.5416666666666,24.583333333333332,9.875,131.625,5.916666666666667,1
2018-10-10,28.0,21.0,0.0,11.6,6.0,4.125,0.0,15.166666666666666,25.958333333333332,26.5,25.25,11.875,10.0,54.625,0.0,1009.25,24.416666666666668,10.0,263.4166666666667,8.541666666666666,0
2018-10-11,30.0,20.0,0.0,11.6,6.0,4.125,7.0,13.958333333333334,25.916666666666668,26.083333333333332,25.625,11.0,12.291666666666666,50.083333333333336,0.0,1009.2916666666666,24.833333333333332,10.0,214.20833333333334,7.916666666666667,0
2018-10-12,30.0,20.0,0.0,10.2,7.0,4.125,15.0,15.541666666666666,26.583333333333332,27.166666666666668,25.916666666666668,9.375,30.333333333333332,53.541666666666664,0.0,1010.1666666666666,25.291666666666668,10.0,269.375,6.875,0
2018-10-13,31.0,21.0,0.0,10.2,7.0,4.125,22.0,16.291666666666668,27.333333333333332,27.583333333333332,26.75,6.833333333333333,29.583333333333332,54.625,0.0,1011.375,25.833333333333332,10.0,264.2083333333333,5.083333333333333,0
2018-10-14,29.0,21.0,0.0,11.6,6.0,3.9166666666666665,29.0,18.583333333333332,26.75,27.041666666666668,25.25,9.833333333333334,26.25,67.33333333333333,0.23333333333333336,1012.3333333333334,24.75,9.458333333333334,209.0,6.625,1
2018-10-15,30.0,21.0,0.0,11.6,5.0,3.875,36.0,19.666666666666668,26.208333333333332,26.916666666666668,24.833333333333332,8.041666666666666,32.458333333333336,74.0,0.5541666666666667,1013.0833333333334,24.333333333333332,8.916666666666666,191.25,5.875,1
